,age,gender,total_trips,days_since_last_trip,trips_30d,completed_trips_30d,cancelled_trips_30d,total_fare_30d,total_distance_30d,promo_used_trips_30d,total_events_30d,city_Barcelona,city_Berlin,city_London,city_Milan,income_level_low,income_level_medium,signup_channel_Organic,signup_channel_Partnership,signup_channel_Referral,persona_Casual Rider,persona_Commuter,persona_Tourist,Cluster_1,Cluster_2,Cluster_3
0,-0.9230769230769232,2,1.1578947368421053,0.2083333333333333,0.25,0.3333333333333333,0.0,0.1944353449642302,1.363936530876476e-16,0.0,-0.1538461538461538,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.6923076923076923,2,0.5789473684210527,1.2083333333333333,-0.5,-0.6666666666666666,0.0,-0.6057083681168304,-0.6488146655149246,0.0,0.1153846153846153,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2,-0.4615384615384615,1,0.3157894736842105,-0.4583333333333333,0.5,0.3333333333333333,1.0,0.5398116935952577,0.5117573663499377,1.0,-1.0384615384615383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0.4615384615384615,0,0.1578947368421052,-0.3333333333333333,0.0,0.0,0.0,-0.1134910654845561,-0.0798541126787599,0.0,0.6153846153846154,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4,-0.6153846153846154,1,-0.5789473684210527,0.75,1.75,1.6666666666666667,2.0,1.5920873268310214,1.8178328054515789,0.0,0.6153846153846154,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
5,-0.1153846153846153,0,-0.5263157894736842,-0.5833333333333334,0.0,0.0,0.0,0.3161687783331398,0.0130530761109511,0.0,-0.1153846153846153,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
6,-0.0384615384615384,1,0.2105263157894736,-0.125,0.5,0.3333333333333333,1.0,0.1612545306605518,0.5489970246664749,0.0,-0.9615384615384616,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
7,-0.8846153846153846,2,0.4736842105263157,1.5416666666666667,0.25,0.3333333333333333,0.0,0.4017625986706541,0.3651022171033689,2.0,-0.6153846153846154,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
8,-0.0384615384615384,0,0.8947368421052632,-0.4583333333333333,0.25,0.3333333333333333,0.0,0.99415637251276,0.0330166042806412,1.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
9,-0.4615384615384615,2,-1.105263157894737,1.4166666666666667,-0.5,-0.6666666666666666,0.0,-0.6057083681168304,-0.6488146655149246,0.0,-0.4615384615384615,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
10,-0.5769230769230769,0,0.2105263157894736,-0.375,1.75,1.6666666666666667,2.0,1.992116914818299,2.025914195220271,5.0,-1.0769230769230769,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
11,0.9230769230769232,1,-0.1578947368421052,0.0833333333333333,0.0,-0.3333333333333333,1.0,-0.1732165312311773,0.1136385449659276,0.0,-0.0384615384615384,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
12,-0.8076923076923077,1,-0.4210526315789473,0.9166666666666666,0.75,1.0,0.0,0.3537877907283929,0.4081005854688551,2.0,0.6538461538461539,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
13,-0.6153846153846154,0,0.1578947368421052,-0.5833333333333334,-0.25,-0.3333333333333333,0.0,-0.425221645726121,-0.4837316441117189,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
14,0.0769230769230769,2,-0.2631578947368421,-0.5833333333333334,2.75,3.0,2.0,2.7363816004987696,3.0782224781648915,0.0,0.5,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
15,0.2307692307692307,1,0.0526315789473684,0.2916666666666667,0.0,0.0,0.0,0.0395210972916424,0.0011517420097898,1.0,-0.8076923076923077,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
16,0.9615384615384616,2,0.5789473684210527,0.125,0.25,0.3333333333333333,0.0,0.6114146228059981,0.3666378731164219,0.0,0.7692307692307693,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
17,0.1538461538461538,2,-0.7894736842105263,-0.125,1.5,0.6666666666666666,4.0,0.9757695518476645,1.2730588348210004,2.0,-0.2692307692307692,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
18,0.8846153846153846,0,-0.4210526315789473,0.0,-0.25,-0.3333333333333333,0.0,-0.405355425697167,-0.4353584797005471,0.0,1.5769230769230769,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
